 enable_debug_mode 
-------------------
                 0
(1 row)

Timing is on.
 c_custkey |       c_name       |    revenue    |   c_acctbal   |     n_name     |                c_address                 |     c_phone     |                                                      c_comment                                                       
      1465 | Customer#000001465 | 0.000000      | 0.000000      | INDIA          | tDRaTC7UgFbBX7VF6cVXYQA0                 | 18-807-487-1074 | s lose blithely ironic, regular packages. regular, final foxes haggle c
      1477 | Customer#000001477 | 0.000000      | 1.000000      | FRANCE         | nUT6kGEr7tmgpJaPgfFtXY                   | 16-407-756-8079 | ites nag blithely alongside of the ironic accounts. accounts use. carefully silent deposits
      1480 | Customer#000001480 | 0.000000      | 0.000000      | GERMANY        | Hzjh65ZXBFSzflrjQgECkrp35gDha,2          | 17-573-775-8796 | uriously pending courts are. deposits serve quickly blithely final excuses. slyly reg
      1483 | Customer#000001483 | 0.000000      | 0.000000      | GERMANY        | ZjY1C b6cOnY3                            | 17-202-113-4814 | nts sleep around the carefully express theodolites. requests nag 
      1495 | Customer#000001495 | 0.000000      | 0.000000      | IRAN           | 78w5H7VJSo0Ps,jqeoCWS4Kay17ygM4RtIH      | 20-416-910-7075 | osely blithe, ironic foxes. regular dependencies use blithely about 
      1498 | Customer#000001498 | 0.000000      | 0.000000      | ROMANIA        | x XToT5oFi7oIsRG2mgIL3ncvYJoWBsufsQ7N,z  | 29-676-227-6356 | ackages are slyly unusual req
         2 | Customer#000000002 | 0.000000      | 0.000000      | JORDAN         | XSTf4,NCwDVaWNe6tEgvwfmRchLXak           | 23-768-687-3665 | l accounts. blithely ironic theodolites integrate boldly: caref
         5 | Customer#000000005 | 0.000000      | 0.000000      | CANADA         | KvpyuHCplrB84WgAiGV6sYpZq7Tj             | 13-750-942-6364 | n accounts will have to unwind. foxes cajole accor
        10 | Customer#000000010 | 0.000000      | 0.000000      | ETHIOPIA       | 6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2       | 15-741-346-9870 | es regular deposits haggle. fur
        13 | Customer#000000013 | 0.000000      | 0.000000      | CANADA         | nsXQu0oVjD7PM659uC3SRSp                  | 13-761-547-5974 | ounts sleep carefully after the close frays. carefully bold notornis use ironic requests. blithely
        22 | Customer#000000022 | 0.000000      | 0.000000      | CANADA         | QI6p41,FNs5k7RZoCCVPUTkUdYpB             | 13-806-545-9701 | s nod furiously above the furiously ironic ideas. 
        23 | Customer#000000023 | 0.000000      | 0.000000      | CANADA         | OdY W13N7Be3OC5MpgfmcYss0Wn6TKT          | 13-312-472-8245 | deposits. special deposits cajole slyly. fluffily special deposits about the furiously 
        25 | Customer#000000025 | 0.000000      | 55137.000000  | JAPAN          | Hp8GyFQgGHFYSilH5tBfe                    | 22-603-468-3533 | y. accounts sleep ruthlessly according to the regular theodolites. unusual instructions sleep. ironic, final
        28 | Customer#000000028 | 0.000000      | 55137.000000  | INDIA          | iVyg0daQ,Tha8x2WPWA9m2529m               | 18-774-241-1462 |  along the regular deposits. furiously final pac
        40 | Customer#000000040 | 0.000000      | 0.000000      | CANADA         | gOnGWAyhSV1ofv                           | 13-652-915-8939 | rges impress after the slyly ironic courts. foxes are. blithely 
        44 | Customer#000000044 | 0.000000      | 0.000000      | MOZAMBIQUE     | Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi        | 26-190-260-5375 | r requests around the unusual, bold a
        58 | Customer#000000058 | 0.000000      | 0.000000      | JORDAN         | g9ap7Dk1Sv9fcXEWjpMYpBZIRUohi T          | 23-244-493-2508 | ideas. ironic ideas affix furiously express, final instructions. regular excuses use quickly e
        64 | Customer#000000064 | 0.000000      | 0.000000      | CANADA         | MbCeGY20kaKK3oalJD,OT                    | 13-558-731-7204 | structions after the quietly ironic theodolites cajole be
        70 | Customer#000000070 | 0.000000      | 0.000000      | RUSSIA         | mFowIuhnHjp2GjCiYYavkW kUwOjIaTCQ        | 32-828-107-2832 | fter the special asymptotes. ideas after the unusual frets cajole quickly regular pinto be
        73 | Customer#000000073 | 0.000000      | 0.000000      | ALGERIA        | 8IhIxreu4Ug6tt5mog4                      | 10-473-439-3214 | usual, unusual packages sleep busily along the furiou
        86 | Customer#000000086 | 0.000000      | 0.000000      | ALGERIA        | US6EGGHXbTTXPL9SBsxQJsuvy                | 10-677-951-2353 | quests. pending dugouts are carefully aroun
        88 | Customer#000000088 | 0.000000      | 0.000000      | MOZAMBIQUE     | wtkjBN9eyrFuENSMmMFlJ3e7jE5KXcg          | 26-516-273-2566 | s are quickly above the quickly ironic instructions; even requests about the carefully final deposi
       107 | Customer#000000107 | 0.000000      | 0.000000      | MOROCCO        | Zwg64UZ,q7GRqo3zm7P1tZIRshBDz            | 25-336-529-9919 | counts cajole slyly. regular requests wake. furiously regular deposits about the blithely final fo
       109 | Customer#000000109 | 0.000000      | 0.000000      | MOZAMBIQUE     | OOOkYBgCMzgMQXUmkocoLb56rfrdWp2NE2c      | 26-992-422-8153 | es. fluffily final dependencies sleep along the blithely even pinto beans. final deposits haggle furiously furiou
       110 | Customer#000000110 | 0.000000      | 0.000000      | IRAN           | mymPfgphaYXNYtk                          | 20-893-536-2069 | nto beans cajole around the even, final deposits. quickly bold packages according to the furiously regular dept
       124 | Customer#000000124 | 0.000000      | 18440.000000  | CHINA          | aTbyVAW5tCd,v09O                         | 28-183-750-7809 | le fluffily even dependencies. quietly s
       127 | Customer#000000127 | 0.000000      | 0.000000      | VIETNAM        | Xyge4DX2rXKxXyye1Z47LeLVEYMLf4Bfcj       | 31-101-672-2951 | ic, unusual theodolites nod silently after the final, ironic instructions: pending r
       133 | Customer#000000133 | 0.000000      | 0.000000      | PERU           | IMCuXdpIvdkYO92kgDGuyHgojcUs88p          | 27-408-997-8430 | t packages. express pinto beans are blithely along the unusual, even theodolites. silent packages use fu
       136 | Customer#000000136 | 0.000000      | 0.000000      | GERMANY        | QoLsJ0v5C1IQbh,DS1                       | 17-501-210-4726 | ackages sleep ironic, final courts. even requests above the blithely bold requests g
       137 | Customer#000000137 | 0.000000      | 0.000000      | MOZAMBIQUE     | cdW91p92rlAEHgJafqYyxf1Q                 | 26-777-409-5654 | carefully regular theodolites use. silent dolphins cajo
       143 | Customer#000000143 | 0.000000      | 0.000000      | MOZAMBIQUE     | 681r22uL452zqk 8By7I9o9enQfx0            | 26-314-406-7725 | across the blithely unusual requests haggle theodo
       148 | Customer#000000148 | 0.000000      | 0.000000      | IRAQ           | BhSPlEWGvIJyT9swk vCWE                   | 21-562-498-6636 | ing to the carefully ironic requests. carefully regular dependencies about the theodolites wake furious
       149 | Customer#000000149 | 0.000000      | 0.000000      | ROMANIA        | 3byTHCp2mNLPigUrrq                       | 29-797-439-6760 | al instructions haggle against the slyly bold w
       152 | Customer#000000152 | 0.000000      | 0.000000      | INDIA          | PDrllSkScKLh4lr19gmUZnK                  | 18-585-850-3926 | ously ironic accounts. furiously even accounts accord
       154 | Customer#000000154 | 0.000000      | 0.000000      | ROMANIA        | 2LAlU fDHkOqbXjHHDqw1mJQNC               | 29-522-835-6914 | nic packages haggle blithely across the
       155 | Customer#000000155 | 0.000000      | 0.000000      | ALGERIA        | l,sSphiStMgdrxpxi                        | 10-566-282-8705 |  sleep ironic, bold requests. regular packages on the quiet dependencies
       158 | Customer#000000158 | 0.000000      | 0.000000      | IRAN           | 2HaYxi0J1620aoI1CdFyrW,rWOy              | 20-383-680-1329 | ecoys. fluffily quick requests use flu
       163 | Customer#000000163 | 0.000000      | 0.000000      | VIETNAM        | OgrGcOnm4whd0f                           | 31-863-349-4121 |  nag furiously furiously final requests. slyly s
       169 | Customer#000000169 | 0.000000      | 0.000000      | CHINA          | NjhmHa7xrcjE                             | 28-362-499-3728 | fully unusual pinto beans. blithely express asymptotes lose carefully regular instructions? accounts b
       176 | Customer#000000176 | 0.000000      | 0.000000      | JORDAN         | 9hBepY2uz88HlCqToOLgeU770u81FeL          | 23-432-942-8830 | uriously. final requests sleep ironic packages. quickly
       178 | Customer#000000178 | 0.000000      | 0.000000      | VIETNAM        | p HUSDg8Cgan4Fj8Drvcdz4gi4dSqV0a7n 0ag   | 31-436-268-6327 | unts. blithely regular dependencies kindle pending deposits. quietly express deposits wake above the Tiresias-- ex
       181 | Customer#000000181 | 0.000000      | 0.000000      | INDONESIA      | YNviWd WrRkZvSw1OxIewBq                  | 19-653-305-8440 | final requests cajole furiously acro
       188 | Customer#000000188 | 0.000000      | 0.000000      | ETHIOPIA       | 58Srs6gEEoD3ZfwgXDM1OayRiaSY6K9YsveWwV   | 15-613-528-7811 | st slyly special platelets. bold,
       190 | Customer#000000190 | 0.000000      | 0.000000      | IRAQ           | F2X,GhSqLz8k u0gWsirsraFaEDEo6vIGtOTaO1T | 21-730-373-8193 | uickly-- fluffily pending instructions boo
       191 | Customer#000000191 | 0.000000      | 0.000000      | MOZAMBIQUE     | P1eCXsPWkv2y6ENQv                        | 26-811-707-6869 | o beans hinder slyly bold accounts.
       193 | Customer#000000193 | 0.000000      | 0.000000      | UNITED KINGDOM | dUT4dtsPTZ6ZpkWLc,KGJCHY6JDJgPFH4        | 33-182-978-6287 | y even theodolites. final foxes print along the final pinto beans. theodoli
       196 | Customer#000000196 | 0.000000      | 18064.000000  | CHINA          | 68RstNo6a2B                              | 28-135-177-2472 | accounts wake. express instructions according to the s
       214 | Customer#000000214 | 0.000000      | 0.000000      | INDIA          | MpCwhcLrbcIM7AeKS9tRM09by                | 18-180-678-6165 | grow. fluffily regular pinto beans according to the regular accounts affix quickly pe
       229 | Customer#000000229 | 0.000000      | 0.000000      | ARGENTINA      | Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG          | 11-243-298-4029 | bold accounts haggle furiously even deposits. regular instruct
       235 | Customer#000000235 | 0.000000      | 0.000000      | CANADA         | bp0rIBMh4fMdQnHBmMnB                     | 13-350-790-6416 | hely ruthless instructions again
       241 | Customer#000000241 | 0.000000      | 0.000000      | INDONESIA      | FBuwHkPR450PvnZnAezcaeMaS,hX3Ifdk        | 19-344-614-2207 |  across the enticingly even requests. blithely iro
       244 | Customer#000000244 | 0.000000      | 0.000000      | MOROCCO        | FBVbCpEVaFaP8KogqQO2VuXeVx               | 25-621-225-8173 | encies. requests nag carefully. regularly final accounts h
       245 | Customer#000000245 | 0.000000      | 0.000000      | JAPAN          | IseFIO7jTGPTzAdZPoO2X4VX48Hy             | 22-952-232-2729 | s. regular foxes against the s
       247 | Customer#000000247 | 0.000000      | 0.000000      | SAUDI ARABIA   | N8q4W4QQG2mHY47Dg6                       | 30-151-905-3513 | es affix furiously regular deposits. blithely ironic asymptotes after the blithely e
       250 | Customer#000000250 | 0.000000      | 0.000000      | MOZAMBIQUE     | 9hif3yif6z8w8pW88F755PU7uz               | 26-464-852-1461 | s. slyly unusual instructions cajole quickly carefully bold dep
       253 | Customer#000000253 | 0.000000      | 0.000000      | MOROCCO        | naGyIRPFPH E                             | 25-461-140-9884 |  regular deposits sleep against the accounts. foxes cajole carefully special 
       254 | Customer#000000254 | 0.000000      | 1.000000      | ARGENTINA      | vQ,pEzMQaFgJzK4TJ2eA                     | 11-451-622-6325 | equests. carefully ironic deposits detect carefully abo
       262 | Customer#000000262 | 0.000000      | 33028.000000  | EGYPT          | DcUOAFBxMu8oGKvIqbDx7xgeZ                | 14-698-169-5201 | ress packages above the ironic accounts are against the ironic pinto beans. carefully final accoun
       265 | Customer#000000265 | 0.000000      | 33028.000000  | PERU           | sthiqpj6CPAKbD7BBSz9ulRuF9d,ebfaiTc      | 27-716-734-2046 | lar, ironic platelets. furiously unu
       272 | Customer#000000272 | 0.000000      | 0.000000      | BRAZIL         |  YDjKpjXEe0A6rDE                         | 12-324-877-9650 | he regular requests. slyly special 
       275 | Customer#000000275 | 0.000000      | 0.000000      | RUSSIA         | M1UCTKrZLOgSyr                           | 32-194-864-6861 | y regular deposits. fluffily ironic packages cajole along the 
       277 | Customer#000000277 | 0.000000      | 0.000000      | UNITED KINGDOM | BWGsQevHk0BfRJV3RRB ElFc                 | 33-696-831-5394 | phins; bold, final accounts print. carefully silent 
       283 | Customer#000000283 | 0.000000      | 0.000000      | GERMANY        | jysHDuTKUKYEjdBhtI LqTttTp 7i2kvx1 O3A   | 17-111-303-1282 | y alongside of the accounts. slyly express dependencies wake quickly above the carefully ironic package
       289 | Customer#000000289 | 0.000000      | 0.000000      | IRAN           | NUilehg0nVOkK3K1SW0,BAHCeST2JqKzuTMoGS   | 20-456-773-7693 | ending foxes across the carefully
       292 | Customer#000000292 | 0.000000      | 0.000000      | IRAQ           | hCXh3vxC4uje9                            | 21-457-910-2923 | usly regular, ironic accounts. blithely regular platelets are carefully. blithely unusual ideas affi
       299 | Customer#000000299 | 0.000000      | 0.000000      | EGYPT          | 3F3Q0fTkjIv1UfJbcN7                      | 14-948-474-7353 | tes sleep fluffily. furiously regular requests boost fluffily evenly even asympt
       302 | Customer#000000302 | 0.000000      | 0.000000      | EGYPT          | cJ3cHoAjAiaxTU2t87EJM                    | 14-152-594-2967 | dolphins haggle fluffily across the final requests. regularly unusual sentiments detect fluffily requests. regular
       304 | Customer#000000304 | 0.000000      | 0.000000      | ALGERIA        | Cilvb3k8ghDX4                            | 10-321-698-7663 | s integrate at the carefully ironic instructions. fin
       313 | Customer#000000313 | 0.000000      | 0.000000      | ALGERIA        | Ay52vCrTXsSmp7TmQ1kujvuItfLGx            | 10-401-786-6040 | g to the even dependencies. accoun
       316 | Customer#000000316 | 0.000000      | 0.000000      | INDIA          | zE dN3aqjaG                              | 18-171-394-5011 | egular ideas cajole around the ironic, pending deposits. furiously pending dolphins serve blithely regular 
       319 | Customer#000000319 | 0.000000      | 0.000000      | FRANCE         |  UQ5mF3sdoZT2                            | 16-734-928-1642 |  packages use slyly always ironic deposits. unusual, even notornis above
       323 | Customer#000000323 | 0.000000      | 0.000000      | CHINA          | ZLnVZ CXRi2,QDrlo                        | 28-347-223-6024 | ely special foxes. express, final excuses across the packages are quickly amon
       325 | Customer#000000325 | 0.000000      | 1.000000      | MOROCCO        | Z I43vl3ta3iYmjXNaSM d6Pe24ibjhdvPSi     | 25-823-702-9630 | nal foxes alongside of the always bold
       340 | Customer#000000340 | 0.000000      | 0.000000      | BRAZIL         | WRnPrKQmAmoMQgHQERoVOhyTklcHMajJlc       | 12-730-681-4571 | es sleep according to the even, unusual Tiresias. carefully bold packages haggle. furiously pending s
       349 | Customer#000000349 | 0.000000      | 0.000000      | UNITED KINGDOM | vjJBjxjW9uoRZP02nS p6XY5wU6Ic,6xHpxUKA   | 33-818-229-3473 | y. bold, ironic instructions after the theodolites sleep blithely ironic packages. ideas c
       352 | Customer#000000352 | 0.000000      | 0.000000      | INDONESIA      | HqhIE5GRTK0dFtWpJUQENU4aa1bwdsUBEWtzUw   | 19-906-158-8420 | ts are. blithely special requests wake. furiously bold packages among the blithely eve
       364 | Customer#000000364 | 0.000000      | 0.000000      | UNITED KINGDOM | SQ3b5Q5OtrmmZjJ87tq,o1TiXKVJQ0M7ZOuud    | 33-492-647-4972 |  dependencies? pending requests use carefull
       374 | Customer#000000374 | 0.000000      | 0.000000      | RUSSIA         | fg4eklU1,UaFOan                          | 32-282-723-3627 | ges are carefully. slyly ironic deposits about the fin
       386 | Customer#000000386 | 0.000000      | 0.000000      | UNITED STATES  | DeQxsCxixT8RQ7JV6mddRYGDGQ2WM94          | 34-193-143-1425 | counts. blithely permanent deposits wake slyly! unusual, even theodolites u
       388 | Customer#000000388 | 0.000000      | 0.000000      | GERMANY        | dV4lqEufXkF8R                            | 17-856-814-6352 |  carefully bold deposits: final pinto beans sleep slyly idl
       389 | Customer#000000389 | 0.000000      | 0.000000      | INDONESIA      | ij8KNM0,HRvIvnvY w8jQK4zvr1EOO9YM        | 19-264-943-1253 | o beans affix fluffily. slyly ironic notornis wake 
       394 | Customer#000000394 | 0.000000      | 0.000000      | UNITED KINGDOM | nxW1jt,MQvImdr z72gAt1bslnfEipCh,bKZN    | 33-422-600-6936 |  instructions. carefully special ideas after the fluffily unusual r
       398 | Customer#000000398 | 0.000000      | 0.000000      | MOROCCO        | cq9NmtIT4b6JB8L79iLzljlHs4 3             | 25-110-215-3747 | l deposits breach slyly ironic asymptotes. carefully pend
       401 | Customer#000000401 | 0.000000      | 0.000000      | ROMANIA        | aKALIG526OK4veQfUh2KmKcE,oRyg            | 29-667-766-5291 | l instructions wake. slyly express deposits us
       403 | Customer#000000403 | 0.000000      | 0.000000      | KENYA          | 9,BVYegfkFLsEMDkeVW                      | 24-753-433-1769 | al hockey players; ironic dependencies after t
       404 | Customer#000000404 | 0.000000      | 0.000000      | RUSSIA         | 2orgvLJ05jOvM292mhkS7iJmHG0jk            | 32-840-785-1776 | uickly brave requests haggle furiously carefully special idea
       406 | Customer#000000406 | 0.000000      | 0.000000      | INDONESIA      | j1fOG9WsIr2JI6Yi9jgJ M                   | 19-426-693-4043 | nal foxes. unusual pinto beans wake. special excuses cajole ironic 
       407 | Customer#000000407 | 0.000000      | 0.000000      | ARGENTINA      | cfCP9bE3HnI                              | 11-975-454-8499 | ect among the carefully regular theodolites. regular dep
       415 | Customer#000000415 | 0.000000      | 0.000000      | UNITED KINGDOM | 334jCRiUb,gx3                            | 33-346-876-2972 | egular deposits. blithely ironic inst
       422 | Customer#000000422 | 0.000000      | 0.000000      | INDONESIA      | AyNzZBvmIDo42JtjP9xzaK3pnvkh Qc0o08ssnvq | 19-299-247-2444 | eposits; furiously ironic packages accordi
       424 | Customer#000000424 | 0.000000      | 1.000000      | ROMANIA        | i4cf3kmRE9IJr,cu,1                       | 29-891-311-6778 | bove the express, final deposits wake furiously furiou
       425 | Customer#000000425 | 0.000000      | 55019.000000  | MOZAMBIQUE     | lp3aCRBK11qFY                            | 26-756-407-4828 | ajole even, pending accounts. carefully brave accounts
       431 | Customer#000000431 | 0.000000      | 0.000000      | FRANCE         | RNfSXbUJkgUlBBPn                         | 16-326-904-6643 | e quickly. final, even excuses against the even accounts sleep agai
       436 | Customer#000000436 | 0.000000      | 0.000000      | ROMANIA        | 4DCNzAT842cVYTcaUS94kR0QXHSRM5oco0D6Z    | 29-927-687-6390 | olites engage carefully. slyly ironic asymptotes about the ironi
       451 | Customer#000000451 | 0.000000      | 0.000000      | SAUDI ARABIA   | ZJKTC1Ck,B01fYZ xdN2                     | 30-939-275-3248 | quests grow furiously final deposits. ironic, even pi
       455 | Customer#000000455 | 0.000000      | 0.000000      | FRANCE         | sssuscPJ,ZYQ8viO                         | 16-863-225-9454 | l wake. blithely final instructions integrate furiously above the final, regular req
       466 | Customer#000000466 | 0.000000      | 0.000000      | JAPAN          | ZI1c8,ZanegEu5CEQxNf5,bkuYPwn7H7JIK7     | 22-280-738-3240 | foxes. express, ironic accounts boost? carefully silent deposits engage. accou
       476 | Customer#000000476 | 0.000000      | 0.000000      | BRAZIL         | 68r87HCBbQkVYaVfes8mgKs                  | 12-996-628-9902 | sly. carefully quick instructions sleep carefully deposits. final, pending pinto beans use closely fluffily final in
       479 | Customer#000000479 | 0.000000      | 0.000000      | CHINA          | RdIiG8NbwYtamReRwhR                      | 28-336-406-1631 | ages. bravely even foxes detect careful
       488 | Customer#000000488 | 0.000000      | 0.000000      | CANADA         | bBcMjFPTysSTaTdHcoO                      | 13-513-778-1881 | thely above the carefully ironic accounts. excuse
       493 | Customer#000000493 | 0.000000      | 0.000000      | MOZAMBIQUE     | G dRBjxmBBug1 xRSa6VwRchFDtU5b           | 26-514-558-7246 | er the furiously express excuses use above the regular accounts. regular instructions after the 
       508 | Customer#000000508 | 0.000000      | 0.000000      | CHINA          | q9Vq9 nTrUvx                             | 28-344-250-3166 | uses dazzle since the carefully regular accounts. patterns around the furiously even accounts wake blithely abov
       512 | Customer#000000512 | 0.000000      | 0.000000      | BRAZIL         | e5 kymvjf6Vja7tNsL 3dfiK                 | 12-144-416-6035 | packages are slyly after the slyly express packages. bold d
       514 | Customer#000000514 | 0.000000      | 0.000000      | UNITED KINGDOM | 0qD6Nwp3tG3QqCq9qvRAzT6N8L               | 33-194-775-6756 | carefully final ideas. quickly final packages are. requests haggle slyly. blithely pending sauternes lose bl
       538 | Customer#000000538 | 0.000000      | 0.000000      | ROMANIA        | u9jYEMPoKwrH5wXivkSebbxAx1PU             | 29-632-471-2852 | uffily special requests nag around the quickly stealthy
       541 | Customer#000000541 | 0.000000      | 0.000000      | ALGERIA        | ,Cris88wkHw4Q0XlCLLYVOAJfkxw             | 10-362-308-9442 | according to the final platelets. final, busy requests wake blithely across th
       547 | Customer#000000547 | 0.000000      | 0.000000      | RUSSIA         | 4h SK3dVkE1tQ0NCh                        | 32-696-724-2981 | y express deposits. slyly ironic deposits nod slyly slyly ironic instructions. carefully quick idea
(385 rows)

Time: 20.475 ms
